Date,Product,Region,Channel,SalesRep,Units,UnitPrice,Revenue,Cost,Profit,Discount
2024-05-06,Keyboard MX,Asia Pacific,Enterprise,Diana Park,18,129,2322.0,1175.44,1146.56,0
2024-12-19,SSD 1TB,Asia Pacific,Enterprise,Bob Smith,11,109,1139.05,611.9,527.15,5
2024-10-20,Headset Pro,Europe,Enterprise,Alice Chen,13,199,2587.0,1781.54,805.46,0
2024-05-27,Wireless Mouse,Latin America,Retail,Diana Park,12,49,558.6,342.98,215.62,5
2024-10-02,Keyboard MX,North America,Retail,Diana Park,18,129,1973.7,1022.19,951.51,15
2024-01-26,Monitor 27in,Asia Pacific,Partner,Bob Smith,8,449,3592.0,1706.38,1885.62,0
2024-12-14,USB-C Hub,Europe,Partner,Hana Kim,1,79,71.1,49.38,21.72,10
2024-09-01,Monitor 27in,North America,Online,Diana Park,10,449,4490.0,2340.88,2149.12,0
2024-09-30,Laptop Pro,Europe,Online,Greg Johnson,6,1299,7404.3,4965.04,2439.26,5
2024-09-10,USB-C Hub,North America,Enterprise,Erik Muller,10,79,790.0,357.33,432.67,0
2024-08-20,SSD 1TB,Europe,Online,Fatima Ali,5,109,490.5,278.12,212.38,10
2024-03-24,SSD 1TB,Asia Pacific,Enterprise,Diana Park,9,109,833.85,414.05,419.8,15
2024-03-30,Headset Pro,Latin America,Online,Carlos Diaz,14,199,2507.4,1333.89,1173.51,10
2024-03-12,SSD 1TB,Latin America,Retail,Hana Kim,11,109,1199.0,541.6,657.4,0
2024-05-16,Webcam HD,North America,Enterprise,Fatima Ali,10,89,801.0,505.21,295.79,10
2024-12-20,Monitor 27in,Asia Pacific,Retail,Greg Johnson,2,449,763.3,366.05,397.25,15
2024-12-17,Keyboard MX,Asia Pacific,Enterprise,Diana Park,4,129,438.6,297.82,140.78,15
2024-04-22,USB-C Hub,Asia Pacific,Partner,Hana Kim,16,79,1264.0,712.57,551.43,0
2024-10-02,Monitor 27in,North America,Partner,Fatima Ali,8,449,3053.2,1950.03,1103.17,15
2024-02-09,Wireless Mouse,Europe,Retail,Carlos Diaz,2,49,88.2,59.6,28.6,10
2024-06-16,SSD 1TB,Latin America,Online,Hana Kim,4,109,370.6,185.8,184.8,15
2024-01-29,SSD 1TB,North America,Partner,Erik Muller,5,109,490.5,271.67,218.83,10
2024-01-12,Headset Pro,North America,Online,Greg Johnson,9,199,1791.0,1139.88,651.12,0
2024-06-25,Wireless Mouse,North America,Partner,Alice Chen,18,49,882.0,602.98,279.02,0
2024-05-26,Headset Pro,Latin America,Enterprise,Greg Johnson,6,199,1194.0,765.9,428.1,0
2024-08-17,Headset Pro,Europe,Enterprise,Bob Smith,13,199,2587.0,1605.71,981.29,0
2024-04-01,Headset Pro,Europe,Online,Alice Chen,17,199,3383.0,2137.94,1245.06,0
2024-06-01,SSD 1TB,Europe,Retail,Hana Kim,18,109,1863.9,1086.62,777.28,5
2024-06-26,USB-C Hub,North America,Online,Greg Johnson,9,79,711.0,486.57,224.43,0
2024-11-10,Laptop Pro,North America,Partner,Alice Chen,8,1299,10392.0,4851.22,5540.78,0
2024-05-05,Laptop Pro,Europe,Online,Carlos Diaz,13,1299,16042.65,8159.05,7883.6,5
2024-09-14,Keyboard MX,Asia Pacific,Retail,Erik Muller,8,129,877.2,521.08,356.12,15
2024-03-14,Monitor 27in,Europe,Partner,Hana Kim,14,449,6286.0,3261.1,3024.9,0
2024-01-25,Webcam HD,Latin America,Partner,Carlos Diaz,13,89,1041.3,551.56,489.74,10
2024-06-02,Headset Pro,Europe,Enterprise,Carlos Diaz,6,199,1074.6,610.78,463.82,10
2024-08-25,Laptop Pro,Europe,Partner,Diana Park,18,1299,22212.9,15370.14,6842.76,5
2024-05-10,Monitor 27in,Latin America,Enterprise,Bob Smith,11,449,4198.15,1972.15,2226.0,15
2024-10-01,Monitor 27in,North America,Online,Diana Park,2,449,898.0,488.77,409.23,0
2024-10-27,Monitor 27in,Asia Pacific,Enterprise,Alice Chen,16,449,7184.0,4794.38,2389.62,0
2024-04-18,Monitor 27in,Latin America,Retail,Diana Park,4,449,1526.6,1068.46,458.14,15
2024-07-22,Monitor 27in,Latin America,Partner,Fatima Ali,18,449,8082.0,5203.83,2878.17,0
2024-06-06,Keyboard MX,Latin America,Online,Hana Kim,12,129,1393.2,934.42,458.78,10
2024-06-12,Monitor 27in,Europe,Retail,Alice Chen,12,449,5388.0,2982.16,2405.84,0
2024-05-13,Headset Pro,Europe,Partner,Diana Park,10,199,1990.0,993.11,996.89,0
2024-09-12,Webcam HD,Latin America,Partner,Carlos Diaz,9,89,760.95,526.29,234.66,5
2024-06-29,USB-C Hub,Europe,Online,Alice Chen,5,79,335.75,196.96,138.79,15
2024-02-08,Laptop Pro,Europe,Online,Carlos Diaz,1,1299,1234.05,597.74,636.31,5
2024-01-05,Monitor 27in,Latin America,Partner,Alice Chen,17,449,7251.35,3939.66,3311.69,5
2024-01-04,Headset Pro,Asia Pacific,Enterprise,Alice Chen,1,199,199.0,115.89,83.11,0
2024-09-14,Headset Pro,Europe,Retail,Diana Park,6,199,1194.0,811.34,382.66,0
2024-11-13,Keyboard MX,North America,Enterprise,Greg Johnson,12,129,1548.0,1004.24,543.76,0
2024-08-23,Monitor 27in,North America,Online,Bob Smith,8,449,3592.0,2230.67,1361.33,0
2024-07-26,Headset Pro,North America,Retail,Bob Smith,13,199,2328.3,1324.81,1003.49,10
2024-09-12,Headset Pro,North America,Online,Diana Park,11,199,1970.1,1367.9,602.2,10
2024-04-18,SSD 1TB,Asia Pacific,Online,Carlos Diaz,9,109,981.0,668.1,312.9,0
2024-06-10,Laptop Pro,Latin America,Online,Erik Muller,7,1299,8183.7,3977.67,4206.03,10
2024-03-24,Monitor 27in,Asia Pacific,Partner,Carlos Diaz,19,449,8104.45,5018.75,3085.7,5
2024-12-18,Wireless Mouse,North America,Online,Greg Johnson,17,49,708.05,491.09,216.96,15
2024-04-28,Wireless Mouse,Latin America,Enterprise,Alice Chen,11,49,485.1,311.56,173.54,10
2024-11-20,Keyboard MX,Latin America,Partner,Carlos Diaz,15,129,1838.25,932.06,906.19,5
2024-12-14,Headset Pro,Europe,Online,Bob Smith,3,199,537.3,281.46,255.84,10
2024-05-17,USB-C Hub,Europe,Partner,Fatima Ali,13,79,872.95,563.9,309.05,15
2024-07-03,Wireless Mouse,Latin America,Enterprise,Erik Muller,3,49,147.0,100.8,46.2,0
2024-02-22,USB-C Hub,Latin America,Online,Alice Chen,3,79,237.0,132.19,104.81,0
2024-02-15,Webcam HD,Asia Pacific,Partner,Alice Chen,18,89,1602.0,959.97,642.03,0
2024-05-29,Headset Pro,Europe,Retail,Greg Johnson,13,199,2587.0,1632.94,954.06,0
2024-03-27,USB-C Hub,Europe,Online,Carlos Diaz,9,79,711.0,367.66,343.34,0
2024-08-10,Keyboard MX,North America,Enterprise,Erik Muller,14,129,1806.0,1031.33,774.67,0
2024-05-06,SSD 1TB,North America,Retail,Erik Muller,20,109,1962.0,978.82,983.18,10
2024-01-04,Headset Pro,Asia Pacific,Partner,Fatima Ali,11,199,1970.1,1073.65,896.45,10
2024-08-08,USB-C Hub,Europe,Partner,Fatima Ali,10,79,790.0,474.63,315.37,0
2024-03-31,Headset Pro,Latin America,Retail,Fatima Ali,11,199,2189.0,1387.21,801.79,0
2024-07-11,Keyboard MX,Europe,Retail,Alice Chen,13,129,1677.0,802.4,874.6,0
2024-08-24,Monitor 27in,North America,Partner,Hana Kim,15,449,6735.0,4430.42,2304.58,0
2024-03-12,Keyboard MX,Latin America,Partner,Bob Smith,8,129,1032.0,634.34,397.66,0
2024-08-17,SSD 1TB,Latin America,Online,Fatima Ali,19,109,1967.45,1148.19,819.26,5
2024-12-25,Wireless Mouse,Asia Pacific,Retail,Alice Chen,4,49,196.0,120.42,75.58,0
2024-10-15,Headset Pro,North America,Enterprise,Diana Park,11,199,2079.55,990.88,1088.67,5
2024-09-18,Monitor 27in,Europe,Enterprise,Alice Chen,15,449,6735.0,3689.32,3045.68,0
2024-09-04,Wireless Mouse,North America,Online,Carlos Diaz,10,49,465.5,316.6,148.9,5
2024-06-27,Keyboard MX,Latin America,Enterprise,Hana Kim,11,129,1348.05,870.93,477.12,5
2024-02-19,SSD 1TB,North America,Online,Alice Chen,15,109,1635.0,763.21,871.79,0
2024-06-24,Wireless Mouse,Europe,Retail,Fatima Ali,6,49,249.9,127.69,122.21,15
2024-10-13,Headset Pro,Europe,Retail,Greg Johnson,15,199,2985.0,1938.58,1046.42,0
2024-07-21,Laptop Pro,Latin America,Partner,Alice Chen,20,1299,25980.0,14610.99,11369.01,0
2024-12-26,Monitor 27in,North America,Online,Carlos Diaz,7,449,3143.0,2005.49,1137.51,0
2024-07-06,Webcam HD,Latin America,Enterprise,Greg Johnson,7,89,591.85,283.19,308.66,5
2024-11-08,Headset Pro,Latin America,Retail,Erik Muller,19,199,3781.0,2030.33,1750.67,0
2024-11-10,Wireless Mouse,Asia Pacific,Online,Carlos Diaz,5,49,245.0,117.47,127.53,0
2024-07-10,USB-C Hub,Europe,Partner,Greg Johnson,17,79,1275.85,707.54,568.31,5
2024-04-05,SSD 1TB,Europe,Retail,Hana Kim,18,109,1667.7,1133.69,534.01,15
2024-05-27,USB-C Hub,North America,Enterprise,Alice Chen,6,79,474.0,313.08,160.92,0
2024-09-05,USB-C Hub,Latin America,Partner,Hana Kim,7,79,525.35,362.99,162.36,5
2024-07-31,SSD 1TB,North America,Retail,Erik Muller,16,109,1744.0,820.84,923.16,0
2024-01-17,Keyboard MX,Latin America,Partner,Bob Smith,8,129,928.8,484.99,443.81,10
2024-10-20,Wireless Mouse,Asia Pacific,Online,Hana Kim,9,49,396.9,260.3,136.6,10
2024-10-06,Monitor 27in,Europe,Enterprise,Alice Chen,14,449,6286.0,3985.31,2300.69,0
2024-08-18,Keyboard MX,North America,Retail,Diana Park,12,129,1548.0,866.52,681.48,0
2024-10-28,Webcam HD,Europe,Retail,Diana Park,20,89,1513.0,842.8,670.2,15
2024-01-31,Webcam HD,Europe,Enterprise,Erik Muller,18,89,1602.0,959.94,642.06,0
2024-05-28,Keyboard MX,Europe,Partner,Alice Chen,17,129,1864.05,1218.71,645.34,15
2024-05-21,USB-C Hub,Asia Pacific,Retail,Greg Johnson,5,79,395.0,192.19,202.81,0
2024-09-07,USB-C Hub,Latin America,Partner,Hana Kim,19,79,1275.85,659.84,616.01,15
2024-02-08,Wireless Mouse,Asia Pacific,Partner,Hana Kim,13,49,573.3,365.45,207.85,10
2024-06-16,Laptop Pro,Asia Pacific,Online,Greg Johnson,3,1299,3312.45,2295.65,1016.8,15
2024-04-21,Headset Pro,Asia Pacific,Enterprise,Carlos Diaz,7,199,1323.35,684.35,639.0,5
2024-10-16,SSD 1TB,North America,Online,Hana Kim,11,109,1019.15,652.83,366.32,15
2024-01-09,Wireless Mouse,Latin America,Retail,Carlos Diaz,6,49,279.3,157.56,121.74,5
2024-11-28,Keyboard MX,Asia Pacific,Enterprise,Bob Smith,6,129,774.0,366.36,407.64,0
2024-07-09,USB-C Hub,Europe,Partner,Bob Smith,2,79,150.1,91.02,59.08,5
2024-12-26,Wireless Mouse,Europe,Retail,Hana Kim,1,49,49.0,27.89,21.11,0
2024-01-05,Laptop Pro,Latin America,Retail,Hana Kim,11,1299,14289.0,9959.99,4329.01,0
2024-02-06,Monitor 27in,North America,Online,Fatima Ali,13,449,5837.0,3693.02,2143.98,0
2024-07-07,Keyboard MX,Europe,Retail,Bob Smith,5,129,612.75,394.22,218.53,5
2024-09-28,Laptop Pro,Asia Pacific,Retail,Carlos Diaz,20,1299,22083.0,10843.4,11239.6,15
2024-07-29,SSD 1TB,Europe,Online,Greg Johnson,7,109,763.0,514.38,248.62,0
2024-06-28,Headset Pro,North America,Retail,Erik Muller,11,199,2189.0,1120.65,1068.35,0
2024-12-19,Laptop Pro,Europe,Partner,Erik Muller,10,1299,12990.0,7526.89,5463.11,0
2024-11-26,Laptop Pro,Europe,Partner,Bob Smith,8,1299,9872.4,5394.98,4477.42,5
2024-09-27,Laptop Pro,Latin America,Enterprise,Carlos Diaz,12,1299,15588.0,7528.94,8059.06,0
2024-08-29,Wireless Mouse,Asia Pacific,Retail,Alice Chen,1,49,44.1,20.59,23.51,10
2024-01-31,Headset Pro,Latin America,Partner,Greg Johnson,17,199,3383.0,2053.96,1329.04,0
2024-02-12,USB-C Hub,Europe,Retail,Fatima Ali,9,79,711.0,375.04,335.96,0
2024-07-19,Wireless Mouse,Europe,Online,Diana Park,10,49,416.5,232.98,183.52,15
2024-02-14,Headset Pro,North America,Enterprise,Carlos Diaz,4,199,756.2,456.04,300.16,5
2024-03-02,Laptop Pro,Latin America,Enterprise,Erik Muller,5,1299,5520.75,2500.0,3020.75,15
2024-03-26,Webcam HD,Asia Pacific,Online,Alice Chen,5,89,378.25,244.08,134.17,15
2024-06-20,Headset Pro,North America,Partner,Hana Kim,9,199,1611.9,751.09,860.81,10
2024-09-18,Webcam HD,Europe,Enterprise,Carlos Diaz,2,89,169.1,112.42,56.68,5
2024-05-10,Wireless Mouse,Europe,Online,Alice Chen,19,49,791.35,499.1,292.25,15
2024-01-07,Monitor 27in,Europe,Retail,Alice Chen,2,449,853.1,461.52,391.58,5
2024-10-10,Headset Pro,Asia Pacific,Enterprise,Bob Smith,8,199,1592.0,815.21,776.79,0
2024-10-19,Webcam HD,North America,Retail,Diana Park,4,89,320.4,198.11,122.29,10
2024-09-21,Laptop Pro,Asia Pacific,Enterprise,Fatima Ali,13,1299,16887.0,11301.59,5585.41,0
2024-02-14,SSD 1TB,Asia Pacific,Retail,Hana Kim,1,109,109.0,54.52,54.48,0
2024-07-07,SSD 1TB,Europe,Retail,Alice Chen,7,109,648.55,437.84,210.71,15
2024-07-28,Laptop Pro,North America,Enterprise,Alice Chen,8,1299,9352.8,5018.77,4334.03,10
2024-12-02,Headset Pro,Europe,Partner,Hana Kim,10,199,1990.0,997.58,992.42,0
2024-01-31,USB-C Hub,Europe,Partner,Fatima Ali,9,79,711.0,327.75,383.25,0
2024-08-22,Wireless Mouse,Latin America,Online,Alice Chen,19,49,931.0,536.59,394.41,0
2024-08-10,USB-C Hub,Asia Pacific,Partner,Fatima Ali,8,79,632.0,325.64,306.36,0
2024-06-11,SSD 1TB,Europe,Retail,Bob Smith,9,109,981.0,459.77,521.23,0
2024-03-20,Wireless Mouse,Latin America,Online,Fatima Ali,6,49,279.3,158.23,121.07,5
2024-04-16,SSD 1TB,North America,Online,Carlos Diaz,10,109,1035.5,534.58,500.92,5
2024-12-17,Keyboard MX,Asia Pacific,Retail,Bob Smith,20,129,2580.0,1299.69,1280.31,0
2024-12-30,Monitor 27in,Asia Pacific,Enterprise,Carlos Diaz,12,449,5118.6,2960.42,2158.18,5
2024-01-16,Headset Pro,Europe,Online,Hana Kim,15,199,2686.5,1711.35,975.15,10
2024-02-22,USB-C Hub,Europe,Retail,Diana Park,4,79,316.0,147.07,168.93,0
2024-07-24,Webcam HD,North America,Online,Bob Smith,3,89,240.3,143.35,96.95,10
2024-04-11,SSD 1TB,Asia Pacific,Online,Alice Chen,5,109,545.0,368.57,176.43,0
2024-08-24,Laptop Pro,Latin America,Partner,Alice Chen,6,1299,7014.6,3916.17,3098.43,10
2024-07-14,Headset Pro,Europe,Enterprise,Erik Muller,6,199,1194.0,601.39,592.61,0
2024-08-16,USB-C Hub,Europe,Enterprise,Hana Kim,2,79,142.2,86.0,56.2,10
2024-07-29,SSD 1TB,Europe,Partner,Diana Park,2,109,218.0,113.35,104.65,0
2024-11-25,Monitor 27in,Asia Pacific,Partner,Hana Kim,18,449,8082.0,5635.99,2446.01,0
2024-06-25,Webcam HD,Asia Pacific,Retail,Alice Chen,13,89,1157.0,572.66,584.34,0
2024-05-23,Laptop Pro,Europe,Retail,Bob Smith,16,1299,18705.6,10089.02,8616.58,10
2024-05-06,Monitor 27in,North America,Retail,Greg Johnson,9,449,3636.9,2378.79,1258.11,10
2024-06-30,USB-C Hub,Asia Pacific,Online,Fatima Ali,6,79,474.0,283.51,190.49,0
2024-10-17,USB-C Hub,Latin America,Enterprise,Carlos Diaz,19,79,1501.0,989.42,511.58,0
2024-09-08,Laptop Pro,Europe,Online,Hana Kim,3,1299,3897.0,1980.28,1916.72,0
2024-01-01,Webcam HD,Asia Pacific,Retail,Fatima Ali,20,89,1780.0,1159.87,620.13,0
2024-01-31,Laptop Pro,Europe,Online,Fatima Ali,5,1299,5845.5,3660.3,2185.2,10
2024-02-07,Webcam HD,Asia Pacific,Enterprise,Carlos Diaz,13,89,1041.3,494.89,546.41,10
2024-03-21,Headset Pro,Asia Pacific,Retail,Carlos Diaz,16,199,2706.4,1432.55,1273.85,15
2024-07-12,Keyboard MX,North America,Partner,Alice Chen,10,129,1290.0,637.81,652.19,0
2024-04-03,Webcam HD,North America,Partner,Carlos Diaz,20,89,1780.0,1085.64,694.36,0
2024-06-18,Wireless Mouse,Europe,Online,Fatima Ali,8,49,392.0,272.67,119.33,0
2024-08-16,Laptop Pro,North America,Enterprise,Erik Muller,9,1299,11691.0,5990.3,5700.7,0
2024-02-25,Laptop Pro,Latin America,Retail,Greg Johnson,2,1299,2468.1,1381.04,1087.06,5
2024-09-09,Headset Pro,Latin America,Retail,Carlos Diaz,12,199,2149.2,1168.81,980.39,10
2024-08-19,Wireless Mouse,Asia Pacific,Online,Bob Smith,2,49,98.0,44.59,53.41,0
2024-06-24,USB-C Hub,North America,Enterprise,Hana Kim,13,79,1027.0,650.09,376.91,0
2024-12-26,Laptop Pro,Latin America,Retail,Alice Chen,14,1299,15458.1,7593.78,7864.32,15
2024-02-21,Webcam HD,Asia Pacific,Enterprise,Erik Muller,7,89,623.0,344.1,278.9,0
2024-05-01,Wireless Mouse,Latin America,Retail,Alice Chen,2,49,93.1,55.2,37.9,5
2024-07-03,Laptop Pro,Latin America,Retail,Bob Smith,14,1299,18186.0,9522.87,8663.13,0
2024-01-14,Monitor 27in,North America,Partner,Bob Smith,6,449,2289.9,1197.51,1092.39,15
2024-06-06,Headset Pro,Asia Pacific,Online,Greg Johnson,16,199,3024.8,2037.87,986.93,5
2024-04-04,Webcam HD,North America,Enterprise,Hana Kim,13,89,1157.0,574.62,582.38,0
2024-08-26,Keyboard MX,Europe,Online,Bob Smith,8,129,1032.0,609.98,422.02,0
2024-12-08,Webcam HD,Europe,Online,Greg Johnson,18,89,1521.9,1054.18,467.72,5
2024-09-24,Headset Pro,Latin America,Retail,Hana Kim,18,199,3044.7,2029.97,1014.73,15
2024-06-02,Wireless Mouse,Europe,Online,Hana Kim,13,49,541.45,248.35,293.1,15
2024-03-29,USB-C Hub,Latin America,Online,Greg Johnson,7,79,553.0,266.3,286.7,0
2024-04-13,USB-C Hub,North America,Online,Greg Johnson,20,79,1580.0,837.3,742.7,0
2024-10-11,Headset Pro,Latin America,Online,Greg Johnson,18,199,3582.0,2379.01,1202.99,0
2024-02-27,Headset Pro,North America,Online,Bob Smith,5,199,995.0,588.69,406.31,0
2024-05-26,Webcam HD,Latin America,Partner,Alice Chen,14,89,1246.0,680.02,565.98,0
2024-03-29,Keyboard MX,Latin America,Online,Greg Johnson,13,129,1677.0,1013.85,663.15,0
2024-06-18,Monitor 27in,Asia Pacific,Enterprise,Alice Chen,2,449,763.3,434.17,329.13,15
2024-06-21,Keyboard MX,North America,Retail,Carlos Diaz,10,129,1290.0,852.32,437.68,0
2024-06-02,SSD 1TB,North America,Retail,Hana Kim,11,109,1199.0,758.01,440.99,0
2024-04-18,Headset Pro,North America,Retail,Bob Smith,16,199,2865.6,1910.77,954.83,10
2024-06-08,Headset Pro,North America,Retail,Diana Park,5,199,895.5,599.84,295.66,10
2024-04-12,Laptop Pro,Asia Pacific,Retail,Erik Muller,8,1299,10392.0,5862.25,4529.75,0
2024-07-07,SSD 1TB,North America,Online,Diana Park,17,109,1760.35,1071.79,688.56,5
2024-07-09,SSD 1TB,Latin America,Enterprise,Fatima Ali,20,109,2071.0,1023.89,1047.11,5
2024-03-24,Keyboard MX,North America,Retail,Diana Park,3,129,387.0,176.81,210.19,0
2024-04-23,Monitor 27in,North America,Online,Hana Kim,7,449,3143.0,1926.33,1216.67,0
2024-03-08,USB-C Hub,Asia Pacific,Enterprise,Greg Johnson,20,79,1580.0,799.39,780.61,0
2024-07-11,Webcam HD,Asia Pacific,Partner,Bob Smith,15,89,1335.0,673.58,661.42,0
2024-01-04,Webcam HD,Asia Pacific,Enterprise,Bob Smith,18,89,1361.7,814.9,546.8,15
2024-09-03,Wireless Mouse,Asia Pacific,Enterprise,Erik Muller,11,49,539.0,328.87,210.13,0
2024-04-06,USB-C Hub,Latin America,Enterprise,Carlos Diaz,17,79,1343.0,906.42,436.58,0
2024-01-14,SSD 1TB,Latin America,Partner,Alice Chen,10,109,1090.0,737.63,352.37,0
2024-10-25,Monitor 27in,Latin America,Enterprise,Erik Muller,11,449,4198.15,2637.88,1560.27,15
2024-03-28,USB-C Hub,Asia Pacific,Retail,Fatima Ali,10,79,790.0,448.48,341.52,0
2024-12-01,Wireless Mouse,Asia Pacific,Partner,Fatima Ali,8,49,392.0,198.29,193.71,0
2024-07-09,Keyboard MX,North America,Partner,Alice Chen,19,129,2451.0,1387.12,1063.88,0
2024-11-20,Wireless Mouse,Latin America,Enterprise,Greg Johnson,16,49,784.0,450.89,333.11,0
2024-01-28,USB-C Hub,Latin America,Retail,Fatima Ali,5,79,395.0,211.59,183.41,0
2024-04-02,Wireless Mouse,Europe,Enterprise,Alice Chen,16,49,784.0,476.48,307.52,0
2024-01-03,SSD 1TB,Europe,Retail,Hana Kim,9,109,981.0,628.13,352.87,0
2024-02-15,USB-C Hub,Latin America,Partner,Hana Kim,20,79,1501.0,913.17,587.83,5
2024-07-15,Laptop Pro,Asia Pacific,Online,Fatima Ali,2,1299,2338.2,1168.76,1169.44,10
2024-09-28,Monitor 27in,Europe,Retail,Fatima Ali,1,449,381.65,172.14,209.51,15
2024-06-08,USB-C Hub,Asia Pacific,Retail,Bob Smith,4,79,300.2,172.87,127.33,5
2024-01-24,Keyboard MX,Asia Pacific,Partner,Carlos Diaz,10,129,1225.5,774.46,451.04,5
2024-06-24,SSD 1TB,Latin America,Online,Diana Park,12,109,1308.0,642.52,665.48,0
2024-04-24,USB-C Hub,Europe,Online,Fatima Ali,7,79,470.05,214.1,255.95,15
2024-12-30,Laptop Pro,North America,Online,Bob Smith,13,1299,14353.95,7377.17,6976.78,15
2024-11-30,Laptop Pro,Latin America,Partner,Bob Smith,2,1299,2208.3,1057.66,1150.64,15
2024-10-07,Keyboard MX,North America,Enterprise,Greg Johnson,16,129,1754.4,856.64,897.76,15
2024-12-04,Wireless Mouse,Europe,Partner,Bob Smith,17,49,833.0,504.55,328.45,0
2024-09-18,Wireless Mouse,Latin America,Retail,Diana Park,10,49,490.0,316.63,173.37,0
2024-05-14,Monitor 27in,Europe,Online,Hana Kim,12,449,4579.8,2530.06,2049.74,15
2024-04-16,SSD 1TB,North America,Online,Hana Kim,11,109,1199.0,540.37,658.63,0
2024-03-17,Wireless Mouse,North America,Enterprise,Diana Park,17,49,833.0,525.53,307.47,0
2024-08-21,Keyboard MX,Europe,Online,Erik Muller,9,129,1102.95,510.14,592.81,5
2024-07-03,Webcam HD,North America,Online,Carlos Diaz,14,89,1059.1,507.28,551.82,15
2024-12-05,USB-C Hub,Asia Pacific,Online,Fatima Ali,11,79,869.0,585.39,283.61,0
2024-06-24,USB-C Hub,Latin America,Enterprise,Greg Johnson,4,79,300.2,165.13,135.07,5
2024-12-19,SSD 1TB,Europe,Online,Carlos Diaz,14,109,1297.1,871.04,426.06,15
2024-12-22,Laptop Pro,Latin America,Partner,Carlos Diaz,6,1299,7794.0,4317.93,3476.07,0
2024-11-08,Headset Pro,Europe,Partner,Hana Kim,12,199,2149.2,982.62,1166.58,10
2024-02-27,Headset Pro,Asia Pacific,Online,Diana Park,15,199,2985.0,1390.51,1594.49,0
2024-12-08,Webcam HD,North America,Partner,Diana Park,17,89,1361.7,847.06,514.64,10
2024-09-03,Webcam HD,North America,Online,Carlos Diaz,13,89,1157.0,763.34,393.66,0
2024-09-15,SSD 1TB,Latin America,Enterprise,Diana Park,16,109,1744.0,817.44,926.56,0
2024-06-18,Keyboard MX,Latin America,Partner,Diana Park,2,129,232.2,117.42,114.78,10
2024-02-10,SSD 1TB,Latin America,Partner,Fatima Ali,15,109,1471.5,827.02,644.48,10
2024-03-01,SSD 1TB,North America,Online,Bob Smith,1,109,109.0,60.04,48.96,0
2024-11-05,Keyboard MX,Latin America,Enterprise,Fatima Ali,17,129,1973.7,990.23,983.47,10
2024-01-28,Monitor 27in,Latin America,Enterprise,Hana Kim,15,449,6735.0,3973.9,2761.1,0
2024-02-28,Wireless Mouse,Asia Pacific,Enterprise,Bob Smith,8,49,392.0,209.85,182.15,0
2024-01-24,USB-C Hub,Latin America,Online,Erik Muller,16,79,1264.0,828.5,435.5,0
2024-11-08,Monitor 27in,Latin America,Retail,Hana Kim,7,449,3143.0,2145.27,997.73,0
2024-04-07,Webcam HD,North America,Partner,Hana Kim,4,89,338.2,156.12,182.08,5
2024-12-03,USB-C Hub,North America,Partner,Hana Kim,16,79,1264.0,736.4,527.6,0
2024-09-17,USB-C Hub,Europe,Online,Greg Johnson,19,79,1501.0,949.57,551.43,0
2024-12-02,Webcam HD,Europe,Enterprise,Greg Johnson,17,89,1437.35,797.25,640.1,5
